Product Name,Price,Color,Product Link,Image Link
Bouclé jacket,"Rs.2,999.00",Black/Checked,https://www2.hm.com/en_in/productpage.1195099009.html,"https://lp2.hm.com/hmgoepprod?set=source[/49/00/4900bac0d7fd37a15c77d98b3278a5538f72432f.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
MAMA Linen-blend trousers,"Rs.2,699.00",Khaki green,https://www2.hm.com/en_in/productpage.1209799003.html,"https://lp2.hm.com/hmgoepprod?set=source[/38/48/384881507817d39c35e27c0e92f81d0f34266602.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Broderie anglaise shirt,"Rs.3,599.00",Black,https://www2.hm.com/en_in/productpage.1222252002.html,"https://lp2.hm.com/hmgoepprod?set=source[/5c/a3/5ca3228abf3c84ed203d79a98151fb8dffdacb18.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Ribbed cotton top,Rs.799.00,Dark beige,https://www2.hm.com/en_in/productpage.1218988006.html,"https://lp2.hm.com/hmgoepprod?set=source[/12/58/12588864cc64840bc02cf2d26a1ba77697585863.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Fine-knit top,"Rs.1,299.00",Cream/Black striped,https://www2.hm.com/en_in/productpage.1130010007.html,"https://lp2.hm.com/hmgoepprod?set=source[/a1/20/a120c5fff0e68c227a5b7c9f110c13588521e35d.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Shopper,"Rs.1,999.00",Beige,https://www2.hm.com/en_in/productpage.0633152066.html,"https://lp2.hm.com/hmgoepprod?set=source[/ce/f4/cef4be53e477e4bcf3bebc23e1f0fd28d4188d3a.jpg],origin[dam],category[ladies_accessories_bags_shoppertotes],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]"
Double-breasted trenchcoat,"Rs.3,999.00",Beige,https://www2.hm.com/en_in/productpage.1115204005.html,"https://lp2.hm.com/hmgoepprod?set=source[/b7/be/b7be551a5e05bde85206d04bec79b7de8f8c840e.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Oversized cotton shirt,"Rs.1,499.00",White,https://www2.hm.com/en_in/productpage.1202778003.html,"https://lp2.hm.com/hmgoepprod?set=source[/f8/10/f8109a90c79c8041fb922459255a90e66a9f3e7f.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
MAMA Cotton jersey skirt,"Rs.1,299.00",Black,https://www2.hm.com/en_in/productpage.1116215001.html,"https://lp2.hm.com/hmgoepprod?set=source[/c7/0e/c70e5b1ce6319798731dca489e2e241914d697b1.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Oversized linen-blend shirt,"Rs.1,999.00",White,https://www2.hm.com/en_in/productpage.1216417001.html,"https://lp2.hm.com/hmgoepprod?set=source[/d1/51/d15181d886e3e8d2b32c5c83cb7390fc64f244e4.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
2-pack non-padded lace soft bras,"Rs.1,499.00",Powder pink/Cream,https://www2.hm.com/en_in/productpage.1218642002.html,"https://lp2.hm.com/hmgoepprod?set=source[/c6/f1/c6f14ad2d03b6f34090a545e825e6e8ec1fad429.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Baggy High Jeans,"Rs.2,699.00",Black,https://www2.hm.com/en_in/productpage.1208532010.html,"https://lp2.hm.com/hmgoepprod?set=source[/02/71/02710cfd8623163f875357c7596ad2320cd0e531.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Distressed-look belted skirt,"Rs.2,999.00",Dark brown,https://www2.hm.com/en_in/productpage.1233327001.html,"https://lp2.hm.com/hmgoepprod?set=source[/ea/a5/eaa5253bd0b4c05786ae133b59e89b4fc63b9f0b.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Gathered-sleeve jacket,"Rs.2,999.00",Light pink,https://www2.hm.com/en_in/productpage.1036121014.html,"https://lp2.hm.com/hmgoepprod?set=source[/8f/a6/8fa6356d8305b95b100bcb3be006d5161b490a0c.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Wide High Jeans,"Rs.2,299.00",Light denim blue,https://www2.hm.com/en_in/productpage.1045459029.html,"https://lp2.hm.com/hmgoepprod?set=source[/7e/d3/7ed333da3626828683880414431403e28f0d3a3d.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Puff-sleeved midi dress,"Rs.1,999.00",Cream/Floral,https://www2.hm.com/en_in/productpage.1213111002.html,"https://lp2.hm.com/hmgoepprod?set=source[/44/e0/44e0b957bc08835782ec236468d30e705d4e39e9.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Rib-knit collared top,"Rs.1,499.00",Light beige,https://www2.hm.com/en_in/productpage.1219364001.html,"https://lp2.hm.com/hmgoepprod?set=source[/4c/42/4c423e55f76858a15cc0789657f90c3014237b13.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Oversized hoodie,"Rs.1,799.00",Black,https://www2.hm.com/en_in/productpage.1087261001.html,"https://lp2.hm.com/hmgoepprod?set=source[/5f/8f/5f8f8500d9fb4c1960d7d7c759be11e690c78ba9.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Linen-blend shirt dress,"Rs.2,699.00",Blue/Striped,https://www2.hm.com/en_in/productpage.1212591001.html,"https://lp2.hm.com/hmgoepprod?set=source[/71/a7/71a756be3afbae386914ec3ff3362306413e31cb.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Cropped zip-through hoodie,"Rs.1,399.00",Light grey marl,https://www2.hm.com/en_in/productpage.1193900004.html,"https://lp2.hm.com/hmgoepprod?set=source[/fb/b7/fbb7335fcb325942a0298416c7a49d032324f68b.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Rib-knit skirt,"Rs.2,299.00",Cream,https://www2.hm.com/en_in/productpage.1217931001.html,"https://lp2.hm.com/hmgoepprod?set=source[/13/c0/13c0e7a65a2db21bec91a1f4e099bf0c6d385c20.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Double-breasted blazer,"Rs.3,599.00",Dark khaki green,https://www2.hm.com/en_in/productpage.1215796003.html,"https://lp2.hm.com/hmgoepprod?set=source[/6a/58/6a582bbb5855eee39578a953202c91ac2bc9ba21.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[3]&call=url[file:/product/style]"
Cargo trousers,"Rs.2,299.00",Beige,https://www2.hm.com/en_in/productpage.1213721001.html,"https://lp2.hm.com/hmgoepprod?set=source[/b4/6c/b46cef52f0e730fff2e4128f65822d7a2be5e217.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Embroidery-detail cap,"Rs.1,399.00",Light beige,https://www2.hm.com/en_in/productpage.1220261001.html,"https://lp2.hm.com/hmgoepprod?set=source[/8f/09/8f09aefadcb2e074f12096fa33ddb3e57a0a92b8.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]"
Crochet-look cardigan,"Rs.2,299.00",Black,https://www2.hm.com/en_in/productpage.1229528001.html,"https://lp2.hm.com/hmgoepprod?set=source[/4b/85/4b85648ae9aca8dd3ac8f565fdb8812b273eb136.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Cap-sleeved rib-knit top,"Rs.1,799.00",Cream,https://www2.hm.com/en_in/productpage.1217929001.html,"https://lp2.hm.com/hmgoepprod?set=source[/d5/25/d5252b33b9a775bf4b593f900c6b780ca984bac9.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Baggy Low Jeans,"Rs.2,299.00",Black,https://www2.hm.com/en_in/productpage.1214235006.html,"https://lp2.hm.com/hmgoepprod?set=source[/93/a7/93a7ba86ebad092a0351f018f81b02632b5cdb58.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Tailored trousers,"Rs.2,299.00",Dark khaki green,https://www2.hm.com/en_in/productpage.1207181004.html,"https://lp2.hm.com/hmgoepprod?set=source[/a7/b6/a7b607b6b6cb23bb022558beabbbd3c5836165a9.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[3]&call=url[file:/product/style]"
Oversized linen-blend shirt,"Rs.1,999.00",White/Blue striped,https://www2.hm.com/en_in/productpage.1216417002.html,"https://lp2.hm.com/hmgoepprod?set=source[/4c/fc/4cfc12482995298329c740b06716810658ace6c0.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Soft mesh bra,Rs.699.00,White,https://www2.hm.com/en_in/productpage.1218656002.html,"https://lp2.hm.com/hmgoepprod?set=source[/49/3b/493ba4caaac38fc2fcdd0114615de1031718ef89.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Ultra High Ankle Jeggings,"Rs.1,799.00",Light grey,https://www2.hm.com/en_in/productpage.1152457020.html,"https://lp2.hm.com/hmgoepprod?set=source[/cf/bb/cfbb528c262a99a26e98ae62ebb4a46fa011bd96.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Suede loafers,"Rs.3,499.00",Black,https://www2.hm.com/en_in/productpage.0950789011.html,"https://lp2.hm.com/hmgoepprod?set=source[/55/80/5580dcdb37936c67700d5baa3f3ef29c7fb9bb91.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Wide denim trousers,"Rs.2,999.00",Black/Washed out,https://www2.hm.com/en_in/productpage.1237952001.html,"https://lp2.hm.com/hmgoepprod?set=source[/08/93/08933bc84ed27c87879710ae9c5651935a9c3879.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Oversized hoodie,"Rs.2,299.00",Black,https://www2.hm.com/en_in/productpage.1210942003.html,"https://lp2.hm.com/hmgoepprod?set=source[/1a/3f/1a3fd82268a3a0d67ae20cb37a4f2f6b6d525f27.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Oversized linen shirt,"Rs.2,699.00",White,https://www2.hm.com/en_in/productpage.1216807001.html,"https://lp2.hm.com/hmgoepprod?set=source[/5d/0e/5d0eda1d26b7102dedf6812038051d1117f0637e.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
10-pack briefs,"Rs.1,499.00",Black,https://www2.hm.com/en_in/productpage.1089865001.html,"https://lp2.hm.com/hmgoepprod?set=source[/8c/c4/8cc429b7775215c6d9626a91fb499d167ce33528.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]"
Pencil skirt,"Rs.2,999.00",Black/Geometric pattern,https://www2.hm.com/en_in/productpage.1220297001.html,"https://lp2.hm.com/hmgoepprod?set=source[/4f/ef/4fef880e41e74f81e1f52878913b34c50d87f339.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Cotton twill cap,Rs.699.00,Black,https://www2.hm.com/en_in/productpage.1210714001.html,"https://lp2.hm.com/hmgoepprod?set=source[/c2/0e/c20e7b2cac21a226b3505b48bbd1305641f9435d.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
A-line skirt,"Rs.4,999.00",Black,https://www2.hm.com/en_in/productpage.1211686001.html,"https://lp2.hm.com/hmgoepprod?set=source[/ff/47/ff47cbe32d63e2093b21bc93c06bd878bf7cd8b8.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Ribbed jersey top,"Rs.1,299.00",White/Blue striped,https://www2.hm.com/en_in/productpage.1203084012.html,"https://lp2.hm.com/hmgoepprod?set=source[/b4/2f/b42fb62a0580c4dc49476eb611dbce8d1e7f1301.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Wide High Cropped Jeans,"Rs.1,799.00",Light beige,https://www2.hm.com/en_in/productpage.1199191016.html,"https://lp2.hm.com/hmgoepprod?set=source[/a3/11/a311d4c4ba7959e805a925ceb6994f4babbe2872.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Linen-blend dress with broderie anglaise,"Rs.4,999.00",Black,https://www2.hm.com/en_in/productpage.1222951002.html,"https://lp2.hm.com/hmgoepprod?set=source[/2e/f7/2ef7701b2e833edffb5e42cfd1f6ca910f7d213e.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Skinny Regular Jeans,"Rs.1,999.00",Light denim blue,https://www2.hm.com/en_in/productpage.1172287005.html,"https://lp2.hm.com/hmgoepprod?set=source[/5e/2d/5e2d5584dcbc82522b78527dfacabfeba8daec19.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Maxi skirt,"Rs.1,499.00",Black,https://www2.hm.com/en_in/productpage.1227638002.html,"https://lp2.hm.com/hmgoepprod?set=source[/8a/78/8a780b3c7af474bd959c417498d5863bfd07bfa6.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Jumper,"Rs.1,799.00",Cream/Black striped,https://www2.hm.com/en_in/productpage.1213827002.html,"https://lp2.hm.com/hmgoepprod?set=source[/1f/c3/1fc391a23f43f183eaf302a72d0012efd9440b7e.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Printed sweatshirt,"Rs.1,999.00",Light grey marl/Los Angeles,https://www2.hm.com/en_in/productpage.1096931027.html,"https://lp2.hm.com/hmgoepprod?set=source[/b1/0c/b10c0d5f386c669af8622dd2b01516fcb69c0987.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Pleat-detail top,"Rs.1,299.00",White/Black striped,https://www2.hm.com/en_in/productpage.1222424001.html,"https://lp2.hm.com/hmgoepprod?set=source[/4f/2d/4f2d7df0fcd7cab4824d6b6d4b9674373392f54f.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Cotton boxer-style shorts,"Rs.1,299.00",Light blue/Striped,https://www2.hm.com/en_in/productpage.1224190002.html,"https://lp2.hm.com/hmgoepprod?set=source[/44/c1/44c16185417ecf50a8d48bb248c153aef92e359f.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Textured jersey skirt,"Rs.1,299.00",Cream,https://www2.hm.com/en_in/productpage.1220656003.html,"https://lp2.hm.com/hmgoepprod?set=source[/9b/7f/9b7f8f249f8e1bb3bd3e85362cb19bf127d67df6.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Viscose-blend dress,"Rs.1,999.00",Black,https://www2.hm.com/en_in/productpage.1185296001.html,"https://lp2.hm.com/hmgoepprod?set=source[/58/41/5841e2808dd19e4e676cea0c7c87206608092a22.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Button-detail jacket,"Rs.3,599.00",Black,https://www2.hm.com/en_in/productpage.1224943001.html,"https://lp2.hm.com/hmgoepprod?set=source[/4b/79/4b79cb57542f4a8470bb4c1cdf69e09c67306589.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Baggy Wide Low Jeans,"Rs.2,699.00",Light denim blue,https://www2.hm.com/en_in/productpage.1199190001.html,"https://lp2.hm.com/hmgoepprod?set=source[/24/f4/24f4322ad406a1933646767c4a03ebe5df974a87.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Slit-hem pencil skirt,"Rs.2,699.00",Black,https://www2.hm.com/en_in/productpage.1221860001.html,"https://lp2.hm.com/hmgoepprod?set=source[/af/a0/afa0e79e9959018d8dc0f7e52f56aa40bad8eb6a.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Bead-embellished pencil skirt,"Rs.5,999.00",White,https://www2.hm.com/en_in/productpage.1228342001.html,"https://lp2.hm.com/hmgoepprod?set=source[/d0/4c/d04c54d0f49224d8de2361bea223ea20e3a75927.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Double-breasted twill trench coat,"Rs.4,999.00",Black,https://www2.hm.com/en_in/productpage.1202758001.html,"https://lp2.hm.com/hmgoepprod?set=source[/c8/12/c81293c96af67b4f582fd2ecd94ef0bc9656c1cf.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Canvas shopper,Rs.999.00,Black,https://www2.hm.com/en_in/productpage.1211995001.html,"https://lp2.hm.com/hmgoepprod?set=source[/d6/1c/d61ca6fc4635763a3e5cec51059be41f9e85978f.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]"
Lace push-up bra,"Rs.1,299.00",White,https://www2.hm.com/en_in/productpage.1080301031.html,"https://lp2.hm.com/hmgoepprod?set=source[/5a/9c/5a9c2a1659b65e9821a5c9dc2c28156f99139a16.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
MAMA Before & After sports tights,"Rs.2,299.00",Black,https://www2.hm.com/en_in/productpage.1223557001.html,"https://lp2.hm.com/hmgoepprod?set=source[/12/93/12933105a93155c871452608e5d4283410269f21.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Rib-knit trousers,"Rs.2,299.00",Dark grey,https://www2.hm.com/en_in/productpage.0996926008.html,"https://lp2.hm.com/hmgoepprod?set=source[/58/7e/587e1ba9781ea5c1a526bd50d69d910426efd6a0.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Ribbed dress,"Rs.1,999.00",Black,https://www2.hm.com/en_in/productpage.1174465001.html,"https://lp2.hm.com/hmgoepprod?set=source[/26/ef/26efc3572fb5913691944ab5f52f76b55a1b5455.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
2-pack Medium Shape Thong briefs,"Rs.1,499.00",Light beige,https://www2.hm.com/en_in/productpage.0950093002.html,"https://lp2.hm.com/hmgoepprod?set=source[/75/34/75343853f56c3fb43d9a4d413d1d9ba3d2d9f920.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Denim shirt,"Rs.3,999.00",Light denim blue,https://www2.hm.com/en_in/productpage.1227398001.html,"https://lp2.hm.com/hmgoepprod?set=source[/b9/11/b911d1f15f22ce956bb3a83686cf17787d2c6318.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Frill-trimmed pointelle-knit jumper,"Rs.1,499.00",Light blue,https://www2.hm.com/en_in/productpage.1202993004.html,"https://lp2.hm.com/hmgoepprod?set=source[/ab/cb/abcbc95b26986c56caf0fc526a9965f33c87045d.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Denim shirt dress,"Rs.5,999.00",Light denim blue,https://www2.hm.com/en_in/productpage.1225284001.html,"https://lp2.hm.com/hmgoepprod?set=source[/4a/41/4a41ca3c0a1e3a760f7325e716cec47aa7d33a48.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
MAMA Tailored jersey trousers,"Rs.2,299.00",Black,https://www2.hm.com/en_in/productpage.1116195001.html,"https://lp2.hm.com/hmgoepprod?set=source[/41/f2/41f2fb231862ce92e1d7ff1124f7e1ef686f382c.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Oversized sweatshirt,"Rs.2,299.00",Green marl,https://www2.hm.com/en_in/productpage.1207462004.html,"https://lp2.hm.com/hmgoepprod?set=source[/a2/b6/a2b6740d18ad8f1e687981221e5d16a4486130fa.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[2]&call=url[file:/product/style]"
Bootcut High Jeans,"Rs.2,299.00",White,https://www2.hm.com/en_in/productpage.1198343004.html,"https://lp2.hm.com/hmgoepprod?set=source[/dd/02/dd0257ee22bb937585661fcc9f675e51981c448c.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[3]&call=url[file:/product/style]"
Cotton-blend shopper,"Rs.2,499.00",Natural white/Patterned,https://www2.hm.com/en_in/productpage.1157281004.html,"https://lp2.hm.com/hmgoepprod?set=source[/0e/62/0e624368faf4e31ebb109b60a9a243bd801e51d7.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Wrap cardigan,"Rs.1,999.00",Cream,https://www2.hm.com/en_in/productpage.1216861002.html,"https://lp2.hm.com/hmgoepprod?set=source[/79/78/797868d77f22e8c90636757156a5ef7e662dd50d.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Cotton boxer-style shorts,"Rs.1,299.00",White/Striped,https://www2.hm.com/en_in/productpage.1224190001.html,"https://lp2.hm.com/hmgoepprod?set=source[/60/79/607957f3ce8f5dda00801bb94e76da5255506fd2.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Hooded top,"Rs.1,499.00",Grey,https://www2.hm.com/en_in/productpage.0456163183.html,"https://lp2.hm.com/hmgoepprod?set=source[/2b/cf/2bcf3b7cb0f513f87302213455a22a64d5ebfe0b.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Double-breasted blazer,"Rs.3,999.00",Cream,https://www2.hm.com/en_in/productpage.1215794002.html,"https://lp2.hm.com/hmgoepprod?set=source[/19/13/1913bfbf6cf672603a8198c58eb5bc4dda95bebc.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Oversized linen shirt,"Rs.2,699.00",Black,https://www2.hm.com/en_in/productpage.1216807003.html,"https://lp2.hm.com/hmgoepprod?set=source[/35/b1/35b107dfaff662f6e5fc12c8338048f388048941.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Rib-knit trousers,"Rs.2,299.00",Light beige,https://www2.hm.com/en_in/productpage.0996926007.html,"https://lp2.hm.com/hmgoepprod?set=source[/ac/87/ac87849e041ac66af04f5a609fb5cbfc585c593c.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Double-breasted trenchcoat,"Rs.3,599.00",Cream,https://www2.hm.com/en_in/productpage.1037529010.html,"https://lp2.hm.com/hmgoepprod?set=source[/3a/f1/3af1c04a30eced26395d2088c0544d2c04a89b26.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[2]&call=url[file:/product/style]"
Double-breasted trenchcoat,"Rs.6,999.00",Beige,https://www2.hm.com/en_in/productpage.1202547001.html,"https://lp2.hm.com/hmgoepprod?set=source[/e6/e1/e6e14c3bbaa93abd5efa8c96941ba9e277011758.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Flared Low Jeans,"Rs.2,999.00",Light denim blue,https://www2.hm.com/en_in/productpage.1218344001.html,"https://lp2.hm.com/hmgoepprod?set=source[/83/ed/83eddda8a742cc5d98292fd6e79fb6211e5b3102.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Baggy Regular Jeans,"Rs.2,299.00",Light grey,https://www2.hm.com/en_in/productpage.1210963002.html,"https://lp2.hm.com/hmgoepprod?set=source[/30/d1/30d179546c46a67b49ed2002df7c0313ef845a69.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Printed satin scarf,Rs.999.00,Light beige/Floral,https://www2.hm.com/en_in/productpage.1210712006.html,"https://lp2.hm.com/hmgoepprod?set=source[/c6/4e/c64ef27c9ef54cf0bf80c529b398c0661c6503f0.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]"
Double-breasted blazer,"Rs.3,599.00",Light beige,https://www2.hm.com/en_in/productpage.1209619003.html,"https://lp2.hm.com/hmgoepprod?set=source[/83/1d/831d2dd373a59f77847806d5ff97fc2632bdcdc0.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Wide Regular Jeans,"Rs.3,999.00",Cream,https://www2.hm.com/en_in/productpage.1196074007.html,"https://lp2.hm.com/hmgoepprod?set=source[/20/71/2071d1452578727d333fe8d6c37cacf9a389dc78.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Rib-knit cardigan,"Rs.2,299.00",Light beige,https://www2.hm.com/en_in/productpage.1182583002.html,"https://lp2.hm.com/hmgoepprod?set=source[/28/08/2808c8a3795ecdd91d202df3e78fe32570e7f024.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Linen-blend shirt dress,"Rs.3,999.00",Beige,https://www2.hm.com/en_in/productpage.1219999001.html,"https://lp2.hm.com/hmgoepprod?set=source[/04/7b/047bbc40047ad15f6a4158ad606f6ae95f9bfdda.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Straight High Jeans,"Rs.2,699.00",Light denim blue,https://www2.hm.com/en_in/productpage.1136205013.html,"https://lp2.hm.com/hmgoepprod?set=source[/b5/92/b592e437dba580e5693d6e2163a6041fefb6e182.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Linen-blend trousers,"Rs.1,999.00",Black,https://www2.hm.com/en_in/productpage.1209522002.html,"https://lp2.hm.com/hmgoepprod?set=source[/2b/e8/2be8001e18047b4b0d65f68073a95298a1a08c4d.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Coated shopper,"Rs.1,499.00",Grey,https://www2.hm.com/en_in/productpage.1210744003.html,"https://lp2.hm.com/hmgoepprod?set=source[/7a/be/7abedd4473674b19f7c321da16d76540e5247d94.jpg],origin[dam],category[ladies_accessories_bags_shoppertotes],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]"
Wrap cardigan,"Rs.1,999.00",Light grey marl,https://www2.hm.com/en_in/productpage.1216861001.html,"https://lp2.hm.com/hmgoepprod?set=source[/6a/7d/6a7d2a2989bb1ff25ffb52a698ec6c0c80838f25.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
Crew-neck sweatshirt,"Rs.1,499.00",Light grey marl/Palermo,https://www2.hm.com/en_in/productpage.1091010045.html,"https://lp2.hm.com/hmgoepprod?set=source[/bb/10/bb10b28866e18bb7ad12d3d37997e479eb744dd2.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
